state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,day_minutes,day_calls,day_charge,eve_minutes,eve_calls,eve_charge,night_minutes,night_calls,night_charge,intl_minutes,intl_calls,intl_charge,customer_service_calls,churn,total_minutes_domestic,total_minutes_all,total_charge_domestic,total_charge_all,total_calls_domestic,total_calls_all,customer_satisfaction
NE,117,415,0,0,0,102.8,119,17.48,206.7,91,17.57,299.0,105,13.46,10.1,7,2.73,1,0,608.5,618.6,48.51,51.239999999999995,315,322,0.3105590062111801
OH,65,408,0,0,0,187.9,116,31.94,157.6,117,13.4,227.3,86,10.23,7.5,6,2.03,1,0,572.8,580.3,55.57000000000001,57.60000000000001,319,325,0.3076923076923077
RI,56,415,0,0,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0,615.0,621.9,65.86000000000001,67.72000000000001,372,383,0.26109660574412535
OK,96,415,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,675.9,687.4,68.81,71.92,248,252,1.984126984126984
LA,151,408,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,736.7,746.5,67.17999999999999,69.83,355,359,0.0
OH,83,415,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,718.6999999999999,734.4999999999999,83.62,87.89,350,357,0.0
VA,139,510,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,663.8,677.5,59.45,63.150000000000006,337,339,0.0
MO,6,510,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,618.9,629.1,61.07,63.82,268,270,0.3703703703703704
FL,115,510,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,490.3,499.90000000000003,47.17,49.760000000000005,367,371,0.2695417789757413
SC,87,415,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,446.0,453.1,44.0,45.92,306,311,0.0
VA,141,415,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,712.1,724.1,68.85,72.08999999999999,324,330,0.0
IA,141,510,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,658.4,668.9,62.73,65.57,320,325,0.9230769230769231
MI,62,415,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,470.9,483.09999999999997,38.97,42.26,307,308,0.3246753246753247
OK,146,415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,522.0999999999999,528.1999999999999,55.22,56.87,331,334,0.29940119760479045
DE,92,415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,685.5999999999999,697.6999999999999,69.78999999999999,73.05999999999999,288,290,0.6896551724137931
GA,185,510,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,617.9000000000001,625.4000000000001,58.07000000000001,60.10000000000001,385,388,0.25773195876288657
DC,148,415,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,706.5,717.4,66.77000000000001,69.71000000000001,320,323,0.30959752321981426
AZ,94,408,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,469.29999999999995,482.09999999999997,50.120000000000005,53.580000000000005,313,317,0.31545741324921134
AL,32,510,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,572.3,578.5999999999999,62.11,63.81,230,232,0.0
CO,68,408,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,558.0,571.2,63.690000000000005,67.25,289,291,0.3436426116838488
NH,64,408,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,516.5,527.1,52.790000000000006,55.650000000000006,275,280,0.7142857142857143
NM,25,415,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,599.7,610.2,50.36000000000001,53.2,274,278,1.079136690647482
OR,65,415,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,478.1,492.20000000000005,43.28,47.09,330,332,0.30120481927710846
LA,179,408,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,613.3,619.4,60.96999999999999,62.61999999999999,321,326,0.0
NE,94,415,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,592.5,603.6,65.0,68.0,335,342,0.5847953216374269
MN,62,415,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,532.7,544.9000000000001,49.97,53.26,313,316,0.0
MI,127,415,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,626.7,638.2,62.64,65.75,302,305,0.6557377049180327
AR,116,408,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,575.6,591.8000000000001,55.36,59.73,281,291,1.0309278350515463
KS,70,408,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,725.5999999999999,725.5999999999999,73.36,73.36,346,346,0.8670520231213872
WV,94,510,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,693.8,703.3,64.44,67.00999999999999,364,369,1.084010840108401
AK,126,415,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,333.7,345.59999999999997,27.84,31.05,303,304,1.644736842105263
NY,67,408,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,523.1999999999999,533.0999999999999,47.49999999999999,50.169999999999995,308,320,0.625
NH,19,408,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,654.4,669.0,62.89000000000001,66.83000000000001,282,289,0.6920415224913495
VA,170,510,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,639.3,647.6999999999999,71.05999999999999,73.32999999999998,311,314,0.9554140127388535
NM,73,415,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,724.0,734.8,70.1,73.02,372,385,0.2597402597402597
NY,106,408,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,421.5,431.7,41.38,44.13,316,320,0.3125
AZ,93,415,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,578.3,589.1999999999999,69.15,72.09,300,303,0.6600660066006601
WY,164,510,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,510.9,519.9,49.59,52.02,349,352,0.2840909090909091
WA,51,408,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,651.0,660.1,65.84,68.3,311,314,0.3184713375796179
CO,107,415,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,426.5,435.4,43.14,45.54,294,298,0.0
TX,130,415,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,505.6,515.1,48.49,51.06,282,284,0.35211267605633806
KY,80,408,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,613.2,622.0,61.629999999999995,64.00999999999999,270,274,0.7299270072992701
MT,94,415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,490.7,504.09999999999997,47.4,51.019999999999996,337,339,0.0
OK,118,408,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,575.2,584.7,68.74,71.30999999999999,251,255,0.39215686274509803
MD,117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,555.6,562.4,56.85,58.690000000000005,264,270,0.3703703703703704
TN,78,415,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,593.4,603.1,52.709999999999994,55.32999999999999,360,368,0.0
TX,208,510,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,684.5,695.2,78.68,81.57000000000001,282,288,0.6944444444444444
ME,131,510,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,747.9,761.6999999999999,78.24999999999999,81.97999999999999,325,332,1.2048192771084338
DC,63,408,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,505.7,518.7,40.22,43.73,259,262,0.0
MN,53,415,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,616.1,629.2,54.76,58.3,378,383,0.7832898172323759
DE,62,408,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,755.5,766.7,69.92,72.94,325,326,0.6134969325153374
MD,97,415,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,642.5,648.9,63.52,65.25,290,298,1.006711409395973
MI,105,510,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,536.2,543.0,48.839999999999996,50.68,243,246,0.8130081300813009
WA,157,415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,608.3,617.6999999999999,56.760000000000005,59.300000000000004,278,282,0.3546099290780142
MO,66,415,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,506.9,519.0,44.54,47.81,270,272,0.3676470588235294
IN,122,415,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,507.50000000000006,521.2,56.67,60.370000000000005,254,262,0.7633587786259541
OR,38,415,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,604.4000000000001,615.2,58.97,61.89,279,284,1.056338028169014
MD,106,510,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,625.9000000000001,638.1000000000001,60.97,64.26,289,294,1.0204081632653061
RI,99,510,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,690.0,705.8,68.06,72.33,290,297,1.0101010101010102
LA,99,415,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,584.9,596.5,62.69,65.82,279,289,0.34602076124567477
AZ,144,510,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,645.4000000000001,657.3000000000001,64.39,67.6,297,308,0.0
PA,82,415,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,522.1,532.8000000000001,52.669999999999995,55.559999999999995,305,308,0.3246753246753247
AZ,86,408,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,527.5,539.7,49.209999999999994,52.49999999999999,378,384,0.26041666666666663
FL,70,510,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,528.0,545.6,61.22,65.97,306,310,0.6451612903225806
LA,93,415,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,583.0999999999999,594.5999999999999,55.79,58.9,322,328,0.9146341463414633
FL,93,415,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,510.3,521.2,49.339999999999996,52.279999999999994,285,288,0.0
FL,120,415,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,669.5999999999999,674.3,61.599999999999994,62.87,253,260,1.153846153846154
MD,136,415,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,668.3,681.3,72.03,75.54,353,355,0.28169014084507044
AL,106,415,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,521.8,528.9,55.76,57.68,326,338,0.0
WA,81,415,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,548.4,560.6,53.730000000000004,57.02,313,319,0.9404388714733543
TN,127,408,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,585.4,595.6,54.06999999999999,56.81999999999999,285,291,0.3436426116838488
MS,65,415,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0,629.2,633.6,56.25,57.44,312,314,0.3184713375796179
ME,35,408,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,565.8,574.6999999999999,53.81,56.21,339,345,0.5797101449275363
OK,88,408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,469.6,483.40000000000003,36.04,39.769999999999996,286,287,0.6968641114982579
IN,65,415,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,0,698.0,700.7,67.46000000000001,68.19000000000001,328,332,0.30120481927710846
MO,123,415,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,673.1,680.8000000000001,65.94,68.02,299,301,0.9966777408637874
IA,126,408,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,452.29999999999995,461.9,51.209999999999994,53.8,300,303,0.6600660066006601
VA,104,415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,637.6,650.9,72.53,76.12,330,333,1.2012012012012012
KY,45,415,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,673.0999999999999,684.9999999999999,67.39,70.6,284,287,0.0
MD,93,408,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,659.0,669.5,73.82999999999998,76.66999999999999,283,285,0.0
OH,63,415,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,687.9,698.9,67.48,70.45,313,319,0.3134796238244514
OK,100,415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,601.0,614.5,61.120000000000005,64.77000000000001,344,346,0.8670520231213872
NV,53,415,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,543.4000000000001,554.3000000000001,54.37,57.309999999999995,297,299,0.0
ID,92,415,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,646.5999999999999,655.5999999999999,60.35,62.78,362,367,0.2724795640326975
MN,139,510,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,539.3000000000001,549.5000000000001,49.52,52.27,329,331,1.5105740181268883
SD,110,408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,556.3,565.3,55.11,57.54,329,338,0.591715976331361
IL,110,408,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,467.5,477.3,38.39,41.04,316,323,0.9287925696594427
WY,215,510,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,431.1,441.8,34.69,37.58,349,358,0.0
AL,73,415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,500.59999999999997,509.99999999999994,53.29,55.83,289,295,0.3389830508474576
NJ,138,510,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,503.8,516.7,53.73,57.209999999999994,293,298,0.0
NV,137,415,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,492.29999999999995,504.59999999999997,44.41,47.73,278,280,0.7142857142857143
IN,36,415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,711.6,720.0,70.99,73.25999999999999,331,333,0.3003003003003003
WV,85,408,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,596.2,603.3000000000001,62.03,63.95,254,256,1.171875
VA,108,408,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,821.2,830.6,72.48,75.02000000000001,234,237,0.0
SC,22,408,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,479.1,488.6,42.0,44.57,296,301,0.0
RI,107,415,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,424.0,435.1,30.67,33.67,288,291,0.0
IN,51,510,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,647.9,658.1,61.99,64.74000000000001,218,223,0.0
AZ,94,408,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,630.1,639.3000000000001,59.18,61.66,280,282,1.4184397163120568
NM,119,510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0,660.4,672.1999999999999,60.09,63.28,363,367,0.544959128065395
OR,33,415,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,554.5,568.4,49.34,53.09,258,269,1.486988847583643
NJ,106,415,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,571.7,586.1,58.59,62.480000000000004,343,350,1.1428571428571428
MS,82,408,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,612.3,621.4,62.74999999999999,65.21,281,289,1.0380622837370241
MI,86,510,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,585.9,595.4,50.44,53.01,293,296,0.0
TX,97,415,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,595.0,605.9,55.66,58.599999999999994,280,283,0.0
FL,106,408,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0,555.5,569.6,54.38999999999999,58.199999999999996,305,313,1.2779552715654952
DC,108,510,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,542.5,552.3,48.63,51.28,331,334,0.29940119760479045
TX,114,415,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,528.0,542.5,44.34,48.260000000000005,299,307,0.32573289902280134
KS,92,408,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1,464.9,475.29999999999995,35.97,38.78,317,319,0.3134796238244514
UT,59,510,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,559.9,568.6,53.99999999999999,56.349999999999994,282,286,0.34965034965034963
MN,24,510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,605.4000000000001,612.1000000000001,56.22,58.03,270,279,0.35842293906810035
IL,151,408,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,501.5,516.9,45.11,49.269999999999996,261,262,0.38167938931297707
NM,117,415,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,539.8,551.3,50.65,53.76,307,310,0.3225806451612903
SC,78,510,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0,630.5,643.0,58.26,61.64,319,320,0.3125
NC,155,408,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0,603.5,611.8,67.74,69.97999999999999,253,259,0.7722007722007722
WV,114,510,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,757.8,769.1999999999999,70.27,73.35,253,259,0.3861003861003861
RI,114,510,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,651.2,659.6,65.25999999999999,67.52999999999999,311,320,1.25
NH,119,408,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,572.7,586.2,49.88,53.53,265,271,1.107011070110701
MO,64,510,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,378.0,382.5,34.260000000000005,35.480000000000004,294,298,0.0
MA,118,408,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,520.2,530.1,50.43,53.1,318,321,0.6230529595015576
PA,101,415,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,681.4,696.0,65.49,69.42999999999999,322,325,0.0
OK,117,415,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,515.6,523.3000000000001,47.24,49.32,308,311,0.3215434083601286
AL,49,415,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,655.8,663.8,65.72,67.88,285,298,1.006711409395973
WY,139,415,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,630.4000000000001,643.4000000000001,61.84,65.35000000000001,301,304,0.9868421052631579
PA,92,408,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,585.0999999999999,595.0999999999999,53.01,55.71,283,286,0.34965034965034963
WA,83,415,0,0,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0,575.7,585.5,62.85,65.5,306,311,0.964630225080386
HI,148,510,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,630.2,641.3000000000001,64.04,67.04,272,276,0.0
SD,144,408,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1,527.4000000000001,533.9000000000001,52.400000000000006,54.160000000000004,269,271,0.7380073800738007
AL,131,415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,672.8,683.6999999999999,63.39999999999999,66.33999999999999,249,255,0.7843137254901961
VT,146,510,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,646.2,656.7,63.39,66.23,339,345,0.8695652173913043
MT,143,415,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0,534.5,547.5,52.55,56.059999999999995,324,328,0.6097560975609756
MN,81,415,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0,602.6,613.0,60.36,63.17,272,278,0.7194244604316548
AK,48,415,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,515.7,527.9000000000001,56.06,59.35,279,280,0.35714285714285715
MI,86,415,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,750.3,759.3,72.99000000000001,75.42000000000002,279,281,0.3558718861209964
DE,71,415,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,660.8,667.5,61.730000000000004,63.540000000000006,273,278,1.079136690647482
SD,145,408,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0,575.3,590.9,51.349999999999994,55.559999999999995,300,303,0.6600660066006601
MI,137,510,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,528.9,537.6999999999999,54.720000000000006,57.10000000000001,308,313,0.6389776357827476
KS,137,408,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,705.1,719.6,65.84,69.76,258,262,0.7633587786259541
AL,167,510,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,595.2,609.3000000000001,58.019999999999996,61.83,249,254,0.0
OK,89,510,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1,876.9,882.1999999999999,87.88,89.31,298,301,0.33222591362126247
CT,199,415,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0,749.3,757.3,71.32000000000001,73.48,314,316,0.0
NE,132,510,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,353.7,363.4,33.52,36.14,314,317,0.0
WI,94,510,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,517.8,523.6999999999999,53.199999999999996,54.79,332,336,0.2976190476190476
CT,96,415,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1,508.9,519.1999999999999,49.29,52.07,295,300,1.6666666666666667
WI,96,510,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,565.6,575.4,52.38,55.03,269,272,0.3676470588235294
IN,166,510,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,600.9000000000001,610.4000000000001,59.76,62.33,376,381,0.26246719160104987
DC,74,415,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0,475.79999999999995,485.9,42.03,44.76,235,240,0.8333333333333334
AR,36,415,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,582.3,594.1999999999999,53.28,56.49,274,275,0.0
ME,113,415,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0,641.3,647.9,64.55000000000001,66.33000000000001,337,346,1.1560693641618496
MN,94,415,0,0,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0,669.0999999999999,675.6999999999999,60.8,62.58,300,305,0.32786885245901637
MD,67,415,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0,477.5,489.4,47.36,50.57,272,276,0.7246376811594203
FL,127,415,0,0,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1,738.6000000000001,744.5000000000001,77.15,78.74000000000001,393,395,0.25316455696202533
RI,121,408,0,0,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,1,817.9,829.1,72.13,75.14999999999999,263,266,0.0
IA,158,415,0,0,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0,691.6,700.7,62.57,65.03,309,313,0.3194888178913738
AZ,136,510,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0,559.7,570.0,46.830000000000005,49.61000000000001,284,294,0.3401360544217687
